제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2016.04.02.|2016.04.06.&section=kin&page=1
다리모양ㅜ,제가 다리모양이 너무 이상해서요ㅜ 원랜 이정도까진아니었는데 어느순간부터 완전휘어보여요ㅜ 이게근육인거같은데 근육인지 뼈인지ㅜㅜ보기에 이상하죠ㅜㅜ,아뇨 매력적인데요
병원갓는데ㅜ아직 원인을 모른다고 세균감염 가루약 처방받아서 하루에 아침저녁으로 먹이고 있고 화요일부터 조금씩,병원갓는데ㅜ아직 원인을 모른다고 곰팡이성인지 판단하려고 털뽑아서 배양시켯는데 오일정도 걸린다더라구요.세균감염 가루약 처방받아서 하루에 아침저녁으로 먹이고 있고 화요일부터 조금씩 잇엇는데 목요일 밤에 갓거든요 병원을 ㅠ ㅠ근데 토요일 오늘은 가장 심한거 같네요 ㅠㅠ 조금 가려워눈 하는것같은대 엄청 고통스러워하는거 같진 또 않구요 ㅠㅠ이거 어떻게 하죠 경험있는 집사님들 ㅠㅜ!,물론 원인을 알려고 하는 검사도 필요하지만 그러면서 시간은 흐르고 비용도 늘어만가고 ...다른 병원을 가보세요왜냐하면 희귀병이 아닌 이상 보면 어느정도 알수있습니다만약 곰팡이성 피부병라면 이렇게 시간을 들여 검사를 안해도 솔직히 경험많은 의사들은 압니다그곳에서 검사를 맡겼는지 어쨋는지는 모르겠지만 다른 병원을 거보는것이 더빠를수도 있다는 생각이 듭니다그리고 파부병인것은 확실할것같은데 미용을 했나요?만약 그렇다면 미용할때의 그 칼날에 의한 알레르기 일수도 있습니다그렇다면 몇일정도나 아니면 주사 몇대정도로 나을수있는 간단하다면 간단한 피부병이라고 할수있습니다나라면 다른병원으로 가겠습니다
무릎이 너무 아파요 자세한건 내용을 봐주세요,1. 무릎을 굽힐때 2. 앉아서 무릎을 들고 굽힐때3. 걸을때4. 서있을때한달전에 오토바이 타다가 사고나서 무릎을 쫌 쎄게찍었어요 당연히 무릎보호대 찻는데 이게 플라스틱이 아니라 고무처럼 물렁한거라 타박상은 그대로 와요 ㅠㅠ그래서 병원 갖는데 사진찍고 머했어도 아무문제없다는데 머 때문에 이런가요 ㅠㅠ? 너무 아파서 죽을거같아여 힝..내공 100점 걸께요 기간은 한달 반정도 넘겼어요,"우리 무릎에 발생할 수 있는 질환의 종류도 참 다양한데요퇴행성관절염과 같은 무릎질환은 대개 노화에 따른 발병이주 원인으로 작용하지만 갑작스러운 충격이나 외상에 의해서발생할 수 있는 무릎관절질환이 있기 때문에 주의해야합니다. 대표적인 것이 십자인대파열과 반월상연골파열입니다.아마도 십자인대파열에 대해서는 유명 운동선수들의 부상소식을 통해서많이 접한 적이 있으셨기 때문에 어느정도 알고 계실거라고 생각되는데요,반면에 이름이 조금은 낯선 반월상연골파열은 과연 어떤 무릎관절 질환일까요?반월상연골은 관절 사이의 충격을 흡수하고 무릎에 가해지는 하중을분산시키는 역할을 합니다.이 타원형 모양의 연골판은 앞서 잠시 설명드렸듯이 갑작스러운 충격이나무리한 운동에 의해서 파열되기 쉽기 때문에 주의해야 합니다.그렇다면 반월상연골파열의 증상은 어떻게 나타날까요? 반월상연골이 파열되면 우선 극심한 무릎통증이 우선적으로 발생합니다.관절 내 출혈과 삼출액의 증가로 관절이 붓기도하고 무릎을 움직이기어려울 정도로 큰 통증이 유발되는데요, 이와 함께 운동제한, 무릎관절의 불안정,대퇴 부위의 사두근이 위축되는 증상을 보이기도 합니다. 간혹 연골파열이 발생한 후에 조금 쉬고 나니 증상이 점차 완화되는 것을 느껴조기에 제대로된 치료를 받지 못하고 증상을 계속 악화시키는 경우가 많은데요,이 경우 무릎연골 파열과 무릎관절 손상이 심화되어 퇴행성관절염을 조기에앞당기는 요인으로 작용하기도 합니다."
키 빨리 크는 법좀...,중1인 남학생인데 키가 140이에요..몸무게도 47이나 많이 나가고.. 사실 성조숙증이라서 지연제라는것도 맞고. 매일 밤마다 주사까지 맞고있어요...그래서 성기털도 좀 났고 겨털은 2mm정도 났어요..빨리라도 크는법 없을까요,"안녕하세요. 하이닥-네이버 지식iN 소아청소년과 상담의 고시환 입니다.2004년생, 키 140cm?성조숙증으로 어느 병원, 어느 선생님의 관리중인지 모르겠지만... 좀 더 본인의 컨디션에 대한 이해가 필요할 듯합니다.우선 질문을 준 학생의 키는 또래 100명중 2%대의 다소 병적 왜소함을 보이고 있습니다. 지연제가 아닌 성호르몬 억제를 하고 있고, 또 밤마다 성장호르몬주사를 맞고 있는 듯하군요. 중요한 것은 이유입니다. 성조숙증은 결과이지 원인이 아닙니다. 어떤 원인에 의한 성조숙증인지...또, 왜소함도 그 이유가 뭔지를 알아야하고...준 내용의 질문은 본인을 아는 담당 주치의 선생님과 논의가 이루어질 수 있어야할 내용의 질문입니다.주치의 선생님과 논의하면서 식단과 영양에 대해, 운동에 대해 이야기할 수 있어야할 것입니다.  감사합니다."
키 빨리 크는 법좀...,중1인 남학생인데 키가 140이에요..몸무게도 47이나 많이 나가고.. 사실 성조숙증이라서 지연제라는것도 맞고. 매일 밤마다 주사까지 맞고있어요...그래서 성기털도 좀 났고 겨털은 2mm정도 났어요..빨리라도 크는법 없을까요,농구같은거 많이하면 어깨도 넓어지고 키도 많이 큽니다.줄넘기도 살 잘빠지고 키 잘 커요.
키 빨리 크는 법좀...,중1인 남학생인데 키가 140이에요..몸무게도 47이나 많이 나가고.. 사실 성조숙증이라서 지연제라는것도 맞고. 매일 밤마다 주사까지 맞고있어요...그래서 성기털도 좀 났고 겨털은 2mm정도 났어요..빨리라도 크는법 없을까요,"<키크기 10계명>1. 밤10시 이전에 잠자리에 들기.2. 주 3회 이상 30분씩 규칙적인 운동 하기.3. 지나친 다이어트, 비만조심.4. 스트레스 피하기.5. 균형잡힌 식사를 하기.6. 인스턴트, 당분과 지방 섭취를 주의하자.7. 만성질환은 빨리 치료하자8. 평소에 바른 자세를 유지하기.9. TV, 컴퓨터 사용 줄이기.10. 하루 15분 일광욕으로 '비타민D' 보충하기특히 주 3회 이상 30분씩 규칙적인 운동과 스트레칭 하는게 중요합니다.줄넘기 농구 달리기 축구 등 다 좋으니깐평소에 좋아하는 운동 30분씩 하면서스트레칭도 꼭 같이 하세요.가장 좋은 성장운동은 스트레칭 입니다.운동 계속 자주 할시간 없으면 톨플러스 하시는것도 추천입니다.규칙적으로 꾸준히 하시는게 가장 도움이 됩니다."
복근 운동시 허리 통증!!!!,"안녕하세요 22살 남자입니다. 제목 그대로 중량 크런치나 풀 오버 크런치를 할때 척추, 즉 허리에 무리가 옵니다. 그냥 크런치 시에는 복근에 자극도 없고 어느정도 근력이 있는 상태인데 지금 제 주변 환경상풀 오버 크런치 밖에 할 수 없는 환경입니다. 왜 허리가 아픈거죠?? 정말 미치겟습니다. 허리가 아프다고 복근운동을 포기 할 순없고 ㅠㅠㅠㅠ 그렇타고 허리를 포기할 수도 없는 노릇이고 ,,,, 복근 운동을 안하자니 운동할때 너무 허전한 느낌이 들어서 할 맛도 안납니다 ㅠㅠ 여러분 도와주세요 전문가님들 그전에 제가 10걔월 정도 운동을 했습니다. 복근 운동을 싯업으로 계속하다가 더 큰 자극이 필요해서 경사 싯업을 하다가 어느순간 갑자기 허리에 통증이 오기 시작했습니다. 이 이후에도 계속 허리에 통증이 오길래 경사 싯업을 그만두고 몇일전에 경사 싯업이 허리디스크에 주 요인이라는 글을 인터넷에서 보게되고 더 이상 하지 못하는데 그렇다고 해서 복근을 포기 할 수 없는 노릇이라... 풀 오버 크런치로 대체 해서 할려고 햇는데 똑같이 허리 통증이 오기 시작합니다 ㅠㅠㅠ 무슨 문제죠?  내공 100검니다 중요해요 ㅠㅠ 이상한 광고글 다신고합니다. 전문가님들 헬스좀 하신 분들 제발좀 알려주세요 허리 통증이 시작 되고 부턴 복근 운동을 무리 하게 한날은 30분만 서있어도 허리에 통증이 옵니다ㅠㅠ 막 주저앉을 정도는 아니지만 오래 서있으면 좀 많이 힘듭니다. 허리디스크 자가 진단을 해봐도 그렇게 허리디스크에 포함이 되는것 같진 않은데 ㅠㅠ 왜이러죠?","안녕하세요.허리가 아프다고 다 허리 디스크는 아니지만 허리 디스크일 수도 있어요.정확한 것은 병원에 가서 진단을 받아 보는 게 좋겠네요.허리가 아프면 허리에 무리가 가는 운동은 안 해야 합니다.만약에 허리 디스크 탈출증이 생기면 허리에 부하가 걸리는 운동은 포기해야 해요. 만약에 허리 디스크라면 꾸준히 스트레칭과 걷기 운동으로 고칠 수 있어요.저는 요추 4,5번 추간판 탈출증으로 수술해야 한다고 했으나 스트레칭과 매달리기, 걷기운동을 꾸준히 해서 고쳤어요.네이버 검색에서 ""허리 디스크 이렇게 해서 고쳤어요""로 검색해서 참고하시고우선 통증이 있는 부위에는 케*톱을 사다 붙이시고 꾸준히 스트레칭을 하고 걷기 운동을 해보세요."
복근 운동시 허리 통증!!!!,"안녕하세요 22살 남자입니다. 제목 그대로 중량 크런치나 풀 오버 크런치를 할때 척추, 즉 허리에 무리가 옵니다. 그냥 크런치 시에는 복근에 자극도 없고 어느정도 근력이 있는 상태인데 지금 제 주변 환경상풀 오버 크런치 밖에 할 수 없는 환경입니다. 왜 허리가 아픈거죠?? 정말 미치겟습니다. 허리가 아프다고 복근운동을 포기 할 순없고 ㅠㅠㅠㅠ 그렇타고 허리를 포기할 수도 없는 노릇이고 ,,,, 복근 운동을 안하자니 운동할때 너무 허전한 느낌이 들어서 할 맛도 안납니다 ㅠㅠ 여러분 도와주세요 전문가님들 그전에 제가 10걔월 정도 운동을 했습니다. 복근 운동을 싯업으로 계속하다가 더 큰 자극이 필요해서 경사 싯업을 하다가 어느순간 갑자기 허리에 통증이 오기 시작했습니다. 이 이후에도 계속 허리에 통증이 오길래 경사 싯업을 그만두고 몇일전에 경사 싯업이 허리디스크에 주 요인이라는 글을 인터넷에서 보게되고 더 이상 하지 못하는데 그렇다고 해서 복근을 포기 할 수 없는 노릇이라... 풀 오버 크런치로 대체 해서 할려고 햇는데 똑같이 허리 통증이 오기 시작합니다 ㅠㅠㅠ 무슨 문제죠?  내공 100검니다 중요해요 ㅠㅠ 이상한 광고글 다신고합니다. 전문가님들 헬스좀 하신 분들 제발좀 알려주세요 허리 통증이 시작 되고 부턴 복근 운동을 무리 하게 한날은 30분만 서있어도 허리에 통증이 옵니다ㅠㅠ 막 주저앉을 정도는 아니지만 오래 서있으면 좀 많이 힘듭니다. 허리디스크 자가 진단을 해봐도 그렇게 허리디스크에 포함이 되는것 같진 않은데 ㅠㅠ 왜이러죠?",안녕하세요 ^^ 우선은 병원에서 검사를 받으시는게 먼저인 것 같습니다.참고하시라고 링크 걸어드립니다.http://www.monsterzym.com/index.php?mid=training_encyclopedia&category=3425744&document_srl=1503389http://blog.naver.com/kiltie999/220130041120한번 말씀드린부분 점검해보시고 자세에 문제가 없다면 이미디스크에 문제가 생겼을수도 있습니다.
복근 운동시 허리 통증!!!!,"안녕하세요 22살 남자입니다. 제목 그대로 중량 크런치나 풀 오버 크런치를 할때 척추, 즉 허리에 무리가 옵니다. 그냥 크런치 시에는 복근에 자극도 없고 어느정도 근력이 있는 상태인데 지금 제 주변 환경상풀 오버 크런치 밖에 할 수 없는 환경입니다. 왜 허리가 아픈거죠?? 정말 미치겟습니다. 허리가 아프다고 복근운동을 포기 할 순없고 ㅠㅠㅠㅠ 그렇타고 허리를 포기할 수도 없는 노릇이고 ,,,, 복근 운동을 안하자니 운동할때 너무 허전한 느낌이 들어서 할 맛도 안납니다 ㅠㅠ 여러분 도와주세요 전문가님들 그전에 제가 10걔월 정도 운동을 했습니다. 복근 운동을 싯업으로 계속하다가 더 큰 자극이 필요해서 경사 싯업을 하다가 어느순간 갑자기 허리에 통증이 오기 시작했습니다. 이 이후에도 계속 허리에 통증이 오길래 경사 싯업을 그만두고 몇일전에 경사 싯업이 허리디스크에 주 요인이라는 글을 인터넷에서 보게되고 더 이상 하지 못하는데 그렇다고 해서 복근을 포기 할 수 없는 노릇이라... 풀 오버 크런치로 대체 해서 할려고 햇는데 똑같이 허리 통증이 오기 시작합니다 ㅠㅠㅠ 무슨 문제죠?  내공 100검니다 중요해요 ㅠㅠ 이상한 광고글 다신고합니다. 전문가님들 헬스좀 하신 분들 제발좀 알려주세요 허리 통증이 시작 되고 부턴 복근 운동을 무리 하게 한날은 30분만 서있어도 허리에 통증이 옵니다ㅠㅠ 막 주저앉을 정도는 아니지만 오래 서있으면 좀 많이 힘듭니다. 허리디스크 자가 진단을 해봐도 그렇게 허리디스크에 포함이 되는것 같진 않은데 ㅠㅠ 왜이러죠?","안녕하세요.허리가 아프다고 다 허리 디스크는 아니지만 허리 디스크일 수도 있어요.정확한 것은 병원에 가서 진단을 받아 보는 게 좋겠네요.허리가 아프면 허리에 무리가 가는 운동은 안 해야 합니다.만약에 허리 디스크 탈출증이 생기면 허리에 부하가 걸리는 운동은 포기해야 해요. 만약에 허리 디스크라면 꾸준히 스트레칭과 걷기 운동으로 고칠 수 있어요.저는 요추 4,5번 추간판 탈출증으로 수술해야 한다고 했으나 스트레칭과 매달리기, 걷기운동을 꾸준히 해서 고쳤어요.네이버 검색에서 ""허리 디스크 이렇게 해서 고쳤어요""로 검색해서 참고하시고우선 통증이 있는 부위에는 케*톱을 사다 붙이시고 꾸준히 스트레칭을 하고 걷기 운동을 해보세요."
복근 운동시 허리 통증!!!!,"안녕하세요 22살 남자입니다. 제목 그대로 중량 크런치나 풀 오버 크런치를 할때 척추, 즉 허리에 무리가 옵니다. 그냥 크런치 시에는 복근에 자극도 없고 어느정도 근력이 있는 상태인데 지금 제 주변 환경상풀 오버 크런치 밖에 할 수 없는 환경입니다. 왜 허리가 아픈거죠?? 정말 미치겟습니다. 허리가 아프다고 복근운동을 포기 할 순없고 ㅠㅠㅠㅠ 그렇타고 허리를 포기할 수도 없는 노릇이고 ,,,, 복근 운동을 안하자니 운동할때 너무 허전한 느낌이 들어서 할 맛도 안납니다 ㅠㅠ 여러분 도와주세요 전문가님들 그전에 제가 10걔월 정도 운동을 했습니다. 복근 운동을 싯업으로 계속하다가 더 큰 자극이 필요해서 경사 싯업을 하다가 어느순간 갑자기 허리에 통증이 오기 시작했습니다. 이 이후에도 계속 허리에 통증이 오길래 경사 싯업을 그만두고 몇일전에 경사 싯업이 허리디스크에 주 요인이라는 글을 인터넷에서 보게되고 더 이상 하지 못하는데 그렇다고 해서 복근을 포기 할 수 없는 노릇이라... 풀 오버 크런치로 대체 해서 할려고 햇는데 똑같이 허리 통증이 오기 시작합니다 ㅠㅠㅠ 무슨 문제죠?  내공 100검니다 중요해요 ㅠㅠ 이상한 광고글 다신고합니다. 전문가님들 헬스좀 하신 분들 제발좀 알려주세요 허리 통증이 시작 되고 부턴 복근 운동을 무리 하게 한날은 30분만 서있어도 허리에 통증이 옵니다ㅠㅠ 막 주저앉을 정도는 아니지만 오래 서있으면 좀 많이 힘듭니다. 허리디스크 자가 진단을 해봐도 그렇게 허리디스크에 포함이 되는것 같진 않은데 ㅠㅠ 왜이러죠?",안녕하세요 ^^ 우선은 병원에서 검사를 받으시는게 먼저인 것 같습니다.참고하시라고 링크 걸어드립니다.http://www.monsterzym.com/index.php?mid=training_encyclopedia&category=3425744&document_srl=1503389http://blog.naver.com/kiltie999/220130041120한번 말씀드린부분 점검해보시고 자세에 문제가 없다면 이미디스크에 문제가 생겼을수도 있습니다.
많이 힘들어요ㅠ,"제가 입맛이 없어요..ㅠㅠ 어제 머리, 허리, 다리가 아파 서 죽, 물 먹다가 토 하고 싶었는 데 토는 안 나오고요 오늘은 김치찌개랑 밥 먹으니깐 맛이 너무 없는 거예요; 그래서 지금 제가 좋아하는 간식 요플레 먹고 있는데 지금은 완전 역겨워요.어제 죽 조금 과일 조금 오늘 요플레 1개, 김치찌개 , 밥 반공기 꾸역꾸역 먹었는 데도 배가 안 고파요ㅠ 이상하요.. 병원은 닫았고 제가 좋아하는 애니 시청, 게임 하는 게 너무너무 싫어요 그리고 자면 머리에 텅 비어있는 느낌이고ㅠ0ㅠ 근데도 자고 싶어요 1. 입맛이 없고 자면 머리가 멍한 데 자고 싶은 건 무슨 병이예요?2. 그리고 지금 음식 좀 더 먹으니까 머리가 뜨거워요...2. 위에 증상이면 어느 병원을 가야 할까요?내공 100",그냥 우울하신것같아요당장 병원까진 필요없고 핀한 핀구들을 만나거나 밖에 나가고 영화도 보고 쇼핑도 하고 그러세요이럴수록 집안에 있으면 답답해 집니다밖에서 기분 전환 해보세요너무 심해지고 못견디겟다 싶으면 정신과 가보세요~그런데 이정도는 일반인들도 다 겼는 상황이고 흔한일이니 너무 걱정 하시지 말고 기분전환이나 수다를 떨어보세요너무 술 담배 약 병원에 의존하시진 말고요누구나 다 한번쯤은 그럽니다기운차리시고 뭐 새롭게 취미를 가지시던지 운동을 해보세요아무 생각없이 무언가에 몰두하시면 기분이 어느정도는 풀리더라고요~독서나 영화보단 꾸준히 할수있는 취미를 만들어 보세요할일이 없어도 약속 만들고 새로운 사람들을 많나고 종교활동도 좋습니다그럼 화이팅요~!!
와이프가 이혼을 요구,안녕하세요 저는 36살의 나이로 32에 결혼을 해서 딸이 4살입니다.결론으로 말씀 드리자면 와이프가 이혼을 요구하고 있습니다 제가 폭언을 했다고 하며 합의 이혼을 요구하고 이혼을 안해줄시 소송한다고 합니다.제가 폭언을 했다고 하지만 와이프가 말하지만 와이프와 4년3개월동안 결혼생활중 4년1개월을 따로 살았습니다.저는 군인이라 강원도 철원에서 근무하고 있고 와이프는 경기도 오산에서 일을 하며 처가 식구들과 딸과 함께 지내고 있습니다 이지경까지 온이유는 나는 같이 살자하고 와이프는 제 월급으로 어떻게 사느냐 서로 의견이 맞지않아 전화 상으로 말타툼을 하였고 카톡 및 전화상으로 제가 와이프에게 나쁜년 바람났냐? 나한테 사기치냐 라는 식으로 말을 하였고 쌍욕이나 폭행하려는 태도도 보이지 않았습니다.저의 아버지는 간암으로 현재 간이식을 한 상태이고 병원에 있는 상태인데 수술날도 오지않고 후에도 오지 않습니다.와이프 명의로 아파트가 있고 결혼중 장만 했는데 와이프 가 말하른건 장인 장모가 돈을 대줘서 샀다하는데 정확한 경위는 설명도 하지 않고 집을 산것입니다.그후 처가 식구들과 와이프 딸이 살고있고 저는 강원도#철원에서 군인아파트에서 혼자 끼니 걱정하며 살았습니다 한번도 반찬해주거나 주말에 온적이 없습니다.4년동안 3년을 와이프가 제월급을 관리 했고 1년을 제가 했습니다. 1년 제가 할때는 생활비를 20와이프 20와이프이모 그리고 제 신용카드를 딸을위해 달 20~40정도 썼습니다 와이프 이모는 이모가 잠깐 봐주고해서 그정도 드린겁니다 카드도 주고요~ 와이프는 저에게 돈보고 결혼했냐고 하는데 돈도 없으면서 결혼비용 모두 우리가 해결 했습니다~ 와이프쪽 축의금도 장인이 다가져갔고 저쪽 축의금은 우리가 가져왔습니다.현대 합의이혼 절차 밝았고 합의 내용은 2천을 와이프가 저에게주고 양육권 친권은 와이프 양육비는 제가 달60씩 주기로 했습니다. 현재 숙려기간이고 저에게 2천#주기로 한것을 서류상 완료 되면 준다고 합니다.와이프가 소송을 하게되면 어떻게 되나요?아직도 같이 잘해보고 싶지만 와이프는 맘접었다 합니다남자가 있는거 같기도 생각이 들어요~어떻게 하면#될까요?,"감사합니다. 로시컴과 함께 지식iN 법률상담을 진행하고 있는 가사법 전문 변호사(등록 제2010-723호, 갱신 제2016-30호)송명호 변호사입니다. 우선 결론부터 말씀드리면, 1) 말씀하신 정도라면, 질문자님께는 재판상 이혼 사유가 없습니다. 설령 아내가 이혼을 청구해도, 기각시킬 수 있습니다. 억지로 협의이혼 절차를 진행할 필요는 없습니다. 설령 협의이혼에 동의한다고 하더라도,  2,000만 원도 너무 적은 금액으로 보입니다. 협의금이라도 3,000만 ~ 4,000만 원 상당으로 올리시는 것이 적절해 보입니다. 2) 다만, 앞으로는 폭언 등을 조심해야 합니다. 일부러 부추길 수도 있으니, 정말 인내하면서, 잘 참으셔야 합니다. 슬프지만, 현실입니다. 3) 아파트 매입 자금에 대해서도, 미리미리 알아 놓으시기 바랍니다. 남자가 있는지 여부도 주변 사람들에게 물어보시기 바랍니다. 4) 변호사를 선임하기 전에도 충분한 상담을 받아 볼 수 있습니다. 변호사 선임 여부는 상담을 받아 본 후 하시면 됩니다.5) 무료 상담도 가능하오니, 부담 갖지 마시고 전화로 예약하신 뒤 방문하세요. 맨 위 왼쪽에 있는, 제 “얼굴 사진”을 누르시고, 방문 상담 예약을 하시면 됩니다.6) 저희 법무법인은 전국 다양한 지역의 사건을 진행하고 있으며, 모든 상담은 변호사들이 직접 진행합니다.7) 이혼 및 상속 사건은, 어렵지는 않지만, 독특한 점이 많습니다. 이혼전문변호사 및 상속전문변호사의 도움을 받으셔야 안전합니다. 이혼 소송시 재산분할, 위자료, 친권자 및 양육권자 지정 등에 관하여는 아래 사항을 참고하시기 바랍니다. 1. 재산분할 재산분할은 부부의 ① 각 당사자 명의의 재산 내역, ② 각 당사자의 재산 형성의 기여도 및 ③ 혼인지속기간 등에 따라 그 분할 비율이 결정됩니다. 특히 현재 법원의 경향은 위3가지 요소 중 혼인 기간에 대해서 많은 가중치를 두고 있습니다. 나아가 결혼 이전부터 각 당사자가 가지고 있던 재산은 특유재산으로서 원칙상 재산분할의 대상이 아닙니다. 그러나 현재 법원의 태도는 결혼 이전의 특유 재산에 대해서도 일방 당사자가 그 재산의 유지 또는 감소 방지에 기여한 바가 있다고 하여 재산분할을 명하고 있습니다. 2. 위자료 및 불륜 가담자에 대한 손해배상 청구 위자료는 원고와 피고의 나이, 학력, 가족 관계, 재산 정도, 혼인 생활의 경위와 파탄 원인, 그 파탄에 기여한 피고의 책임 정도, 그 밖의 제반 사정을 참작하여 결정합니다. 일반적으로 1,000만원에서 3,000만원 사이에서 결정되나, 재산분할에서 부족한 부분이 있거나, 일방 당사자의 악의적인 불법행위가 있는 경우에는 증액됩니다. 나아가 부부 일방의 외도로 인한 이혼의 경우에는, 불륜 가담자(=상간자)에 대한 손해배상도 가능합니다. 3. 친권자 및 양육권자 지정 등 이혼 당사자 사이에 미성년의 자녀(이하 ‘사건본인’이라고 하겠습니다.)가 있는 경우에는, 사건본인에 대한 친권자 및 양육권자를 지정하게 됩니다. 이 경우 법원은 무엇보다도 사건본인의 복지와 행복을 최우선적으로 고려하되, 사건본인의 연령, 사건본인의 의사, 부모의 양육능력, 거주현황, 종전의 양육태도, 재혼 가능성, 혼인파탄에 귀책여부 등도 참작하여 결정합니다. 양육권자로 지정된 사람은 타방 당사자에게 양육비를 청구할 수 있고, 타방 당사자는 양육권자로 지정된 상대방에게 면접교섭에 협조해 줄 것을 청구할 수 있습니다. 양육비는 이혼 당사자의 재산상황이나 경제적 능력, 추후 발생될 양육비 등을 고려하여 결정하되, 대략 양육비 부담자의 월평균 소득의 20% ~ 50%에서, 면접교섭권은 대략 2주에 1회, 1박 2일 정도에서 각 결정됩니다. 참고로 서울가정법원은 2014년 5월 양육비 산정기준표를 수정 공고하였는데, 위 산정표에 따르는 경우에도, 이후 양육부담자의 부담비율을 조정하여, 기존의 금액과 비슷한 정도의 양육비 판결이 나오고 있습니다.  4. ‘변호사를 꼭 선임해야 하는지’에 관한 이런저런 고민들… 상담 요청 중 가장 많은 질문이, ‘변호사를 선임해야 하는지’에 관한 것입니다. 왜냐하면, 가장 경제적으로 부담이 되는 부분이기 때문입니다. 본인 소송이 원칙이고, 변호사 선임은 어디까지나 선택사항입니다. 따라서 증거 관계가 분명하거나 절차상 문제가 없을 것으로 예상된다면, 본인이 직접 소송을 진행하는 것이 좋습니다. 다만, 증거나 절차상 어려움이 있거나, 매번 법정에 출두하기 어려운 상황이라면, 변호사를 선임하는 것이 좋습니다. 이혼전문변호사 또는 상속전문변호사를 찾으신다면, 전문 변호사 등록번호(대한변호사협회에서 직접 관리, 인정하는 번호입니다)를 꼭 확인하시기 바랍니다. 신속하고 정확하게 답변해드리겠습니다. 감사합니다. 제 답변이 도움이 되셨거나, 성의가 있다고 생각되시면… “질문자 인사”를 남겨 주세요. 제게 큰 격려가 됩니다. 더욱 노력하겠습니다. 감사합니다."
