제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2020.03.07.|2020.03.11.&section=kin&page=1
제왕절개 출산후 체형변화,"제왕절개인데 첨부파일처럼 비키니라인쪽이 아파요, 골반이 벌어진것도 아닐텐데, 그리고 화살표부분, 다리연결부분?이 튀어나왔어요. 교정이 필요할까요?","그림상으로는 우리가 보통 고관절이라고 부르는 부위인거 같은데요.자연분만을 하지 않더라도임신과 출산 과정에서 우리 몸에 체형 변화가 생겨요.특히 임신중에 아이가 지낼 공간이 골반주위 이므로,  골반부분이 많이 벌어지고요​통증이 있으시다면, 병원에서 꼭 진료를 받아보셔야 하고요.교정에 대한 부분은 병원 소견을 들어보시면 좋을것 같고요.골반이 벌어진것만 불편하시다면 체형교정, 근육 탄력회복을 목표로 운동도 권해드려요.물론 전문가의 의견을 들어보시는 것이 좋을것 같고요.​임신중에는 평소와 다른 자세를 취하기 때문에 체형에 변화가 많이 생겨요.체형 교정에는 골격의 위치를 잡아주는 것도 중요하고, 근육의 탄력을 잡아주는 것도 중요한데요.근육의 탄력을 잡아주는건 아무래도 운동역할이 크기 때문에,,출산후 어느정도 몸이 회복되면, 근력 운동 꼭 고려해보시면 좋겠어요.​도움이 되셨으면 좋겠네요. ^^​​​",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7011402&docId=349323159&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=642&search_sort=3&spq=0
고양이 예방접종 다른 병원으로 가도 되나요,안녕하세요 약 3개월 된 고양이인데요 입양하기 전에 1차로 예방접종을 다른 분이 하셨는데3종 4종 어느 걸로 한 지도 모르는 상태구요이 상태로 다른 병원에서 이후 예방접종을 진행해도 괜찮을까요?,병원에 가셔서 항체검사를 진행해보시면 접종 사항 확인하실 수 있습니다 ^^ 확인해보시고 남은 접종 시행하시면 될것같습니다 ! 감사합니다,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80511&docId=349318536&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=643&search_sort=3&spq=0
어지럼증과 전신에 찌릿찌릿 전기와 손떨림,"예전엔 가끔 그랬지만, 최근 들어서는 매일 오후만 되면 어지럼증이 시작되고 그 뒤 바로 전신에 전기가 오듯 찌릿찌릿 하고 손이 떨리는 증상이 나타납니다.어지럼증, 전신에 찌릿찌릿 전율?!, 손떨림 그리고 헛구역질이 있습니다. 지금 현재도 이런증상이 나타나 있습니다. 약국에 가서 증상얘기 하면 멀미약만 줍니다.도대체 어느병원을 가야 하며, 이런 증상이 왜 나타는지, 무슨 질환인지 궁금해서 글을 남깁니다. 도와주세요.#어지럼증. #전신저림. #손떨림. #헛구역질","혈액순환의 문제는 다양한 문제를 발생하게 합니다.혈액오염으로 혈액순환이 문제가 되면어혈로 인한 혈액순환 문제로 온 몸 곳곳에 통증이 생기고두통, 손발저림, 이명, 어지러움, 마비 등의 증상이 발생하기도 합니다.혈액순환을 개선해 준다면 대부분의 문제는 사라집니다.​혈액정화 또는 인체정화를 진행하시길 권합니다.몸속의 독소, 노폐물, 기름때 등을 건강하게 없애주어피가 맑아지고 혈액순환이 개선되면 몸이 건강해질 것입니다.​네임카드를 클릭하여 ""어지러움"" 또는 ""혈액순환"" 이라 검색하시면 참조되는 내용들이 있습니다.건강회복을 기원합니다.​https://blog.naver.com/koyoon2000/221753356985              으뜸보약 ""소중한 메시지"" 고혈압원인 고혈압치료음식 통증치료음식 부종치료음식 혈액순환개선음식 천비솔 솔잎기름 몸을따뜻하게하는음식 콜레스테롤낮추는음식 고지혈치료음식 당뇨치료음식 으뜸 ​​고혈압, 뒷목 뻐근함 부종 손발저림 등으로 겨울나기가 힘드셨던 고객의 이야기 입니다.​천비솔 재주... blog.naver.com            ​",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=349318452&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=644&search_sort=3&spq=0
길고양이 어떤 질병인지 알려주세요!,"길고양이고, 어느날 보니까 참외씨 만한 종양이 귀쪽에 나 있더라구요.혹시 어떤 문제고, 치료가 필요한지랑 치료비 알려주세요!",1. 사진으로만 봐선 정확하게 알기는 어렵구요. 피부에 뭔가 났네요.​2. 일단 안에 농이나 피지가 찬거면 짜내야하구요. 치료하면 없어집니다. 이런건 비용이 몇만원이면 될거에요.​3. 근데 짜낼 수 있는게 아니라 종양이 생긴거라면 수술해서 떼어내야해요. 무언지 알려면 조직검사를 해야하구요. ​4. 이 경우에는 비용이 많이들거에요. 마취도 해야하고 수술하고 조직검사도 해야하니까요... 병원마다 그리고 고양이 몸 상태마다 다르겠지만 건강하다 가정해도 수십만원 비용은 발생할것으로 보입니다. ​5. 자세한건 병원이라 얘기해봐야 할거같아요.,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80502&docId=349317428&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=645&search_sort=3&spq=0
식도쪽이 불편하면 내과로 가나요? 소화기내과로 가나요?,3주전에 토한후에 음식이 목에서 멈춘듯이 안넘어가서 물이랑 같이 밥먹엇는데지금은 어느정도 음식이 넘어가지만 목에 음식이 남아잇는 느낌이 듭니다 소화기내과로 가야하나요? 내과로 가야하나요?,역류성 식도염 아니면 식도염이 의심됩니다. 역류성 식도염이나 식도염은 요즘은 확실히 동네 내과 진료받지 마시고 대학병원이나 종합병원(3차 병원)이나 2차 병원 소화기 내과 진료받아야 합니다. 그리고 역류성 식도염과 식도염은 서로 같은 내과 질환은 아니고 서로 많이 다른 내과 질환입니다.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70101&docId=349316875&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=646&search_sort=3&spq=0
어떻게 고쳐요ㅠㅠ,"어렸을때는 별로 신경안썼는데 지금 정말 힘들어요..가끔 자꾸 이유없이 웃음이 나와요.. 정말 참으려고 해도 안되요 그래서 다른상황때(안좋은일 슬픈일) 때 오해를 받게되요 친구,부모님한테 말했는데 사춘기라서, 항상 행복해서 라네요.. 어렸을때부터 조금씩 있었고 요즘도 공부나 스트레스때문에 너무 힘든데.. 조헌증인것같은데 잘모르겠어요ㅠㅠ 병원치료도 좀 그렇고 원인이랑 방법이 없을까요..?","현재의 그런 증상은, 현대병 이라고도 하고, 현대인 이라면, 모두가 보편적으로 갖고 있는 정신장애인 신경증의 증상 중 신경증에 해당하는 증상입니다.조속한 기일 안에 이런 신경증에 대한 , 적극적인 정신치료를, 받아서 완치를 하셔야 할 것입니다.이런 증상에 처방 해 주는, 향정신성의약품인 약을, 장기 복용을 하면 중독의 위험성과 후유증 이 발생하기도 하고 치료에 도움은 되지만 완치가 되지 않기에, 복용을 하지 말아야 하고, 적극적으로 정신치료를 받아야 만, 완치가 된다는 사실을, 이해 하셔야 할 것입니다.이런 증상은 임상심리전문가로 부터 종합심리진단검사 M.M.Q(mandsel medical q uestionnaire), H.T.P(house tree person), Bender Gestalat , Sentence Completion, M.M.P.I(minnesota multiphasic personality inventory), Rorschach, T.A.T(themat apperction test), 등의 검사를 받아서, 증상의 종류와 상태를 자세하게 파악을 하셔야 하고, 치료를 하면 어떤 방법이 좋은 지를 확인을 하시고, 치료하면 기간은 얼마나 걸릴지를 확인을 해서, 치료에 임해야 좋은 결과를 얻을 수 있을 것입니다.정신과전문의나 임상심리전문가로 부터 적극적으로 정신치료를 받아야 만, 완치가 될 것이고, 처방 해 주는 약을 복용하여, 치료를 해야 겠다는, 마음을 접어야 할 것입니다.정신장애라는 증상은, 아무리 약한 증상이라도, 적극적으로 치료를 하지 않고 방심을 하면, 점차 증상이 심화가 되어서, 문제가 심각하게 되니, 적극적으로 정신치료를 받아서 완치를 하셔야 한다는 점을 이해 하셔야 할 것입니다.참고 하셔서 좋은 결과, 얻기를 기원 드립니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=349316770&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=647&search_sort=3&spq=0
어떻게 고쳐요ㅠㅠ,"어렸을때는 별로 신경안썼는데 지금 정말 힘들어요..가끔 자꾸 이유없이 웃음이 나와요.. 정말 참으려고 해도 안되요 그래서 다른상황때(안좋은일 슬픈일) 때 오해를 받게되요 친구,부모님한테 말했는데 사춘기라서, 항상 행복해서 라네요.. 어렸을때부터 조금씩 있었고 요즘도 공부나 스트레스때문에 너무 힘든데.. 조헌증인것같은데 잘모르겠어요ㅠㅠ 병원치료도 좀 그렇고 원인이랑 방법이 없을까요..?","조현증은 그렇게 오지는 않습니다. ​성장하는 동안에 전전두엽(이마엽)부분에 조절능력이 약해서 그렇습니다. 또는 예전에 어른들이 하시는 말씀 중 자꾸 웃으면 ""허파에 바람들었냐""하는 경우도 있었는데요. 내장기관 중 어느 부분에 허한 부분이 있을 때 웃음이 새어나오기도 합니다. ​웃는 건 좋은 것인데 시도 때도 없이 나오면 안 되겠지요. 규칙적인 생활도 하시고 책도 열심히 읽으시고 손글씨도 또박또박 열심히 써 보세요. 스마트폰이나 컴퓨터는 조금 줄이시고요. 전체적으로 뇌를 건강하게 해 줍니다. ​​___________________________________________________________노력해 보시고 안 되시면 뉴로피드백 훈련을 해보세요.전전두엽 강화 훈련을 통한 자기조절능력 방법입니다. 컴퓨터에 설치하여 가정에서 사용할 수 있는 방법인데 링크 참고해 보세요. ​https://smartstore.naver.com/cogbrain/products/3777357252              파낙토스 뉴로피드백 뉴로하모니S 집중력 기억력 성적향상 : 뉴로하모니 브레인코리아 파낙토스 뉴로피드백 뉴로하모니S ADHD 틱장애 불면증 시험불안 사회성향상 영재교육 성적향상 수능시험 공무원시험 우울 두뇌훈련 브레인코리아7 어린이날선물 어버이날선물 smartstore.naver.com            ​​​​​"
목부위 임파선(림프절) 붓는 증상,"목 라인으로 림프절이 생리기간 3-5일 전부터 붓기 시작하여 생리가 끝날 무렵에 작아졌다 다시 또 생리기간이 되면 크게 부어 오릅니다평소 비생리기간에는 잡히는 멍울 2개, 생리기간 5개로 육안으로도 보일 정도 입니다부산에 유명하다는 갑상선 전문 병원을 다녀왔는데초음파 상에서 혹이 보인다고 하여 새침 검사를 하고 임파선과 감상선에서 각각 결과는 큰 문제 없다고 나왔는데요또 3개월 후에 검사하고 2cm 이상 커지면 조직검사를 하자 하셨어요그럼 그 전에 아프면 어쩌냐고 하니 의사 선생님께서는 다른 약 없다고 아프면 타이레놀만 먹으라고 하시더라구요그리고 겨드랑이 안쪽에서도 멍울(림프절로 예상)이 잡히고 통증을 동반하여 산부인과도 방문했을 당시 생각보다 크기가 너무 커서 의사 선생님도 의아해하며 항생제 처방 해주셨는데 조금 크기만 작아졌을뿐 아직 그대로 있습니다1. 림프절이 붓는 현상이 생리기간과 타이밍이 계속 겹치는데 림프절이 붓는 현상이 생리와 관계가 있을까요?2. 림프절이 붓는 동안 통증이 있을시 타이레놀만 먹는게 맞을까요?3. 계속 반복되는 증상이 6개월 이상 지속되어 왔는데 어느 병원 어느과를 가야하는지 알려주세요",예 타이레놀 말고는 뾰족한 수가 없습니다,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=349316759&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=648&search_sort=3&spq=0
이명좀 도와주세요,안녕하세요 이제 막 고1올라가는 학생입니다.제가 중3 12월부터 갑자기 귀가 먹먹해지고 침삼킬때 딱소리가 나서 병원을갔는데 중이염을 진단받고 약을 먹으며 괜찮아 졌습니다 하지만 계속되는 삐소리와 하품을하거나 침을삼킬때 자주 내 목소리가 크게 들리기 시작했습니다. 그래서 2월달쯤에 충남대병원을 갔지만 몇차례의 검사후 진정제만 주시고 밤에 심할때만 드세요 하고 끝이낫습니다 오늘부터는 귀에서 스쿠터 돌아가고 헬리콥터같은 소리가 두두두ㅜ두쪼끔식 들리고 삐소리는 여전합니다. 정말 전 병을 고칠 방법이 없는것인가요? 제발 도와주세요 ㅠ,"이명의답변귀에서 소리가 계속해서 난다면이명을 의심해 볼수 잇습니다청력은 고막안의 달팽이관이 관장하는데사람의 귀는 254Hz에서 11.840Hz사이에 소리를 듣습니다달팽이관 내에는 134개의 안테나가잇는데 이 Hz 영역의 소리를 나누어듣습니다따라서 사람의 귀에서 들리는 이명소리는 엄밀히 따지면  134가지 입니다.이명소리는 안테나 번호가 낮을 수록부드러운 소리가나고 높을수록 강한소리가 납니다 삐소리가 난다고 하시는것을 보면97번 안테나 4.067Hz  쪽에서나는 것으로 보여집니다이 안테나가 가장 악명높은 안테나로이명환자 10명중에 4-5명이 이 소리가들립니다소음성 이명의 대표적인 사례로 정확한 검사를 해 봐야 정확히 알겠지만대부분이 이어폰의 과다사용.계속되는 게임, 엄청 큰 소음,심한 스트레스 등이 주원인입니다문제는 이명소리는 시간이 갈수록더 많아집니다사람에 따라서 나는 소리도 다 다르지요처음에는 한소리만 나다가 매미소리. 귀뚜라미 소리, 냉장고 돌아가는 소리 등 여러 소리가 들리기도 합니다.또 문제는 이명소리에 어느정도 적응해서버틸만하다 싶으면 더커저서 정말힘들게 한다는 것입니다일부는 귀먹먹함, 귀아픔, 귀울림 등이생기는 경우도 있습니다분명한 것은 소리박사의 기술이 개발되기전까지는 현대의학으로 불치병여서이비인후과에 가도 별반 도움이 되지않고 일부 이비인후과에서는 정말부작용이 심각한 스테로이드제를 처방해서이명이 자연회복되는 것을 막는답니다이명.난청 ,돌발성 난청이 왜 생기며어떻게 해서 이명을 개선할 수 잇는지에 관한 자세한 내용은 소리박사 블로그에가시면 자세하게 나와 잇으니 참고하시기 바랍니다. 감사합니다 소리박사 http://blog.naver.com/soribaksa9 아래 주소도 들어가셔서 읽어보시면 많은 도움이 됩니다http://m.joongdo.co.kr/view.php?key=20180830010012497",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70102&docId=349316742&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=649&search_sort=3&spq=0
간호사 대학,제가 원래 대학병원 간호사를 목표로 두고 일반대학 간호학과를 가려고 했는데요 3교대 때문에 고민중이에요 그래서 보건 교사까지 생각하고 있는데대학병원 3교대가 어떤식으로 돌아가나요?간호대(3년제) 나와도 대학병원 간호사를 할 수 있나요?간호대랑 일반대 차별이 심한가요ㅜㅜ?보건교사는 꼭 일반대 간호학과를 나와서 임용을 보고 될 수 있는건가요?,"일단 교직이수 과정이 있는 간호학과 혹은 간호대를 가셔야 보건교사와 간호사 이 두 길에서 고민을 해볼 수 있습니다. 교직이수 과정이 없는 간호대나 간호학과를 간다면 아무리 상위 성적을 얻어도 교직이수는 못하고, 성적이 좋다면 나중에 좋은 병원 들어갈 수 있겠죠. ​보건교사가 될 수 있는 과정1. 교직이수 되는 간호대 혹은 간호학과 들어가기2. 1학년 성적을 상위권으로 받아 2학년 때부터 교직이수 과정 신청해서 들어가기교직이수를 아무나 할 수 있는 것이 아니라 학교마다 인원이 다른데 상위 5% 내에 든다면 신청 충분히 할 수 있음.3. 교직이수 대상자가 된다면 2학년 때부터 졸업때까지 간호학과 + 교육학 공부를 해야함. 교육실습도 4주 나가야됨. 간호실습까지 다 해야하니 좀 빡빡함4. 보건교사되려면 한국사3급, 간호사 자격증 가지고 임용고시 합격해야됨. 간호사 자격증은 졸업할때 간호사 국가고시 보는데 그때 합격하면 받는것. 만약 내가 졸업과 동시에 보건교사 합격하고 싶다면 대학생활 하면서 한국사3급도 따고 임용고시, 간호사 국시 다 준비하고 다 붙으면 병원경력 없어도 보건교사 됨.​3교대의 경우 데이, 이브, 나이트 이렇게 있는데 데이는 아침부터 3~4시, 이브는 점심부터 9~10시, 나이트는 저녁부터 담날 아침부터 한다고 보면됨. 정확한 시간은 병원마다 다름. 대부분 4년제가 돼서 3년제도 대학병원 갈 수 있는지 모르겠지만 어디를 가던지 좋은 성적 받고 토익, 토스 같은 영어시험 고득점 받으면 좋은 병원 갈 수 있음. 간호사가 보건교사 보단 훨씬 많이 벌음.but 돈보다 그냥 좀 더 편하게 일하고 싶다 라면 보건교사. 보건교사라고 해서 무조건 편한건 아니고 학교 내 응급처치 해야하는 유일한 의료인이라는 것과 감염병 터졌을 때 일 박 터짐. 보건교과들도 생겨서 수업도 하는 학교들 많아짐. 그런데 학교에서는 일반 과목 교사들이 더 중시되는 경우가 있고 보건교사는 학교 내 혼자 있는 과목이어서 소외될 때도 있음. 그리고 가끔 아...내가 왜 간호사 자격증 딴거지?? 라는 의구심과 허무함이 들만큼 자존감 떨어지는 업무를 줄 때도 있음. 학교에 따라 보건교사가 역량을 펼칠 수 있게끔 하는 곳이 있고 그냥 다른 교직원에게 주기 어려울 때 걍 보건교사에게 주는 경우들도 있음. 이상한 학교면 정말 잡일 다함....",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=349315000&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=650&search_sort=3&spq=0
간호사 대학,제가 원래 대학병원 간호사를 목표로 두고 일반대학 간호학과를 가려고 했는데요 3교대 때문에 고민중이에요 그래서 보건 교사까지 생각하고 있는데대학병원 3교대가 어떤식으로 돌아가나요?간호대(3년제) 나와도 대학병원 간호사를 할 수 있나요?간호대랑 일반대 차별이 심한가요ㅜㅜ?보건교사는 꼭 일반대 간호학과를 나와서 임용을 보고 될 수 있는건가요?,간호학과 다 4년제에요~ 3년제 없습니다.보건교사는 일반대 전문대 상관없이 교직이수 가능한 학교에서 약 상위5%에 들어 교직이수를 받고 임용을 봐야 보건교사가 되는겁니다. 요즘은 수도권 전문대가 지방 4년제보다 훨씬 쎄요.
간호사 대학,제가 원래 대학병원 간호사를 목표로 두고 일반대학 간호학과를 가려고 했는데요 3교대 때문에 고민중이에요 그래서 보건 교사까지 생각하고 있는데대학병원 3교대가 어떤식으로 돌아가나요?간호대(3년제) 나와도 대학병원 간호사를 할 수 있나요?간호대랑 일반대 차별이 심한가요ㅜㅜ?보건교사는 꼭 일반대 간호학과를 나와서 임용을 보고 될 수 있는건가요?,"[ 배너 클릭 시 1대1 무료상담 가능합니다 ]​ 안녕하세요. 학습설계사 설재훈입니다.​지금은 3년제 없다고 보셔도 됩니다~전문대도 4년제고, 전문대 졸업 후에 대학병원취업 당연히 가능합니다.​보건계열 진학을 전문적으로 도와드리고 있습니다.도움이 필요하신 상황이라 생각되어 답변 남깁니다.​일단 보건계열(간호학과, 물리치료, 치위생 등)을 진학할 수 있는방법 중 일반적인 수시 / 정시 방법에 대해선 제외하고 말씀드리겠습니다.보다 수월한 보건계열 진학 방법 중 학점은행제를 통해 준비가 가능한대표적인 3가지 방법인 대졸자전형 / 일반편입 / 학사편입에 대해 설명드리겠습니다.​대졸자전형의 경우 전문대 졸업 이상의 학력을 필요로 하며'면접 + GPA(총 성적 평균)' 기준을 통해 입학이 가능한 전형입니다.4년제 전문대학으로 진학이 가능한 방법이며, 인서울 상위권 전문대의경우 면접 비중이 높고 GPA 비중이 낮으며, 수도권이나 지방의 경우면접보다 GPA 비중이 높은 양상을 보입니다.면접의 경우 학습자 본인이 준비해야하지만 GPA의 경우 교육부 주관학위제도인 학점은행제를 통해 높은 점수를 받을 수 있도록도와드릴 수 있습니다. 어느정도 나이가 있거나 영어시험 등의편입시험 준비가 부담되는 경우에 준비하기 좋은 방법입니다.​일반편입의 경우 전문대 졸업 or 4년제 대학의 2학년 이상 수료,학점은행제를 통한 조건 완성으로 지원 가능한데,준비 기간이 빠르다는 장점은 있지만 비동일계(동일 분야가 아닌 전공)지원자들은 지원이 제한되는 경우가 많아 현실적으로진행이 어려운 방법입니다.​학사편입의 경우 4년제 대학 졸업 or 학점은행제 학사학위 취득자 만지원할 수 있는 전형으로 준비 기간이 길다는 단점이 있지만비동일계 학생들도 지원할 수 있는 대학이 많고 전문대학이 아닌자대병원이 있는 정규 4년제 대학으로의 진학이 가능하기 때문에가장 이상적인 방법이라 생각되는 간호학과 입학 방법입니다.​물론 위 3가지 방법의 준비과정이 겹치기 때문에대졸자전형 -> 일반편입 -> 대졸자전형 -> 학사편입 과정으로모든 전형에 지원을 할 수 있다는 장점도 있습니다.​수 년간 보건계열 진학을 도와드렸던 경험을 바탕으로현실적인 도움을 드릴 수 있을거라 생각되어답변남겼습니다. 도움이 필요하시다면 언제든지연락주시길 바랍니다.​감사합니다 :)  KAKA5 : saniac91CELL : 010-3136-7329오픈카톡 : https://open.kakao.com/o/s8K8PHy  ---                            234234234234"
종합병원 설립하고 운영하는데 드는 비용,제 꿈이 종합병원 이사장? 같은건데요 종합병원 짓는데만 드는 비용이 어느정도 될까요?,"종합병원을 지으려면땅과 건물이 우선 있어야 할것입니다.​일반적으로 땅은 대부분 있다고 해도건축비는 병상이 수백병상 이상이면 수백억이 드는 것으로 알려져 있습니다.​토지값이 비교적 저렴한 지방 소도시라 해도병상수 150~200베드 병상 정도가 되야종합병원의 최소 규모를 갖췄다고  할수 있는데최근 250억 정도가 들었다는 얘기를 전해들은 기억이 납니다.​물론, 땅값은 서울.수도권과는 비교 안되게 저렴함에도...​문제는 병원을 건설하는 비용보다 해마다 유지하는 비용이  해마다 수십억씩 적자가 난다고 합니다.​해서 다른 기업에서 이익을 창출하는 재단에서계속 비용을 대주어야만 병원을 당분간은 유지할수 있는 구조라고 합니다.​기본적으로 수백억. 그리고 유지비 연간 수십억 이상의 기부를 할수 있는  자산가가  되면사회에 봉사하는 마음으로  병원 건립해 이사장 할 수 있습니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=349314898&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=651&search_sort=3&spq=0
당뇨인가요?,안녕하세요 중２ 여학생입니다요즘에 노란오줌이 나와서요당뇨인지는 모르겠지만제㉮..질염?그런게 있어서좀 간지러워서 긁거든요 그럴때마㉰오줌이 마려워서 화장실에 가는데어느때 부터 노란오줌이 나와서요 ㅠ몸무게는 그대로고 요즘엔 식욕도 그렇게 있지않아요유전?그런건 없는거 같구요왼쪽 배㉮ 약간 쑤셔요 ..변도 잘 안나오고그래서 유산균 먹고있어요 ㅠㅠ뭘까요.ㅠㅠ너무 무서워요추가내공있으니까 ㅠㅠ 정확히좀 알려줘요,당뇨는 아닌것 같은데..한번 병원에서 검사를 받아보세요저도 노란오줌이 나와요..ㅜㅜ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=349314825&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=652&search_sort=3&spq=0
아르바이트 퇴직금때문에 질문드립니다!,"근무한지는 거의 1년 6개월 가까이 된것같습니다병원 당직알바라서 출근시에는 환자분들 접수받고 야간에는 어느정도 쉬고 밤에 응급으로 환자가 오거나 상담전화, 무슨 일이 발생할시 일을하고 아침에는 다시 환자 접수받고 등의 업무를 했습니다 보통 저녁 6시 정도에 출근해서 아침 9시 정도에 퇴근했구요 근로계약서는 따로 작성한적이 없습니다. 하지만 통장에는 급여라고 매달 들어왔어요 일은 한달에 적게하면 8번~20번 가까이 매달 다른 사람이랑 로테이션 개념이라서 바뀌었습니다. 알바비는 일당으로 최저보다 많이 낮게 받았습니다. 이제와서 다른 정직원을 구한다고 이번달까지만 일하고 직원이 못하는 시간인 거의 월 4번정도만 하라고합니다. 하지만 그렇게 되면 생활에 지장이 생깁니다. 일을 많이 한건 아니지만, 최저시급도, 식비 등 일절 받은것은 없습니다.. 급식 남은거 먹거나 사비로 사먹은게 대부분입니다. 이런경우 퇴직금을 받을수있나요?..","안녕하세요.근로자 퇴직급여보장법 상의 법정퇴직금은, 일주간의 소정근로시간이 15시간 이상이면서 입사일부터 퇴직일까지의 기간이 1년 이상이라면 퇴직 시 퇴직금을 청구할 수 있게 됩니다.​다만, 질의 내용에 비추어 볼 때, 퇴직금만의 문제가 아닌 듯 합니다.​병원에서 밤에 응급환자가 들어오고 당직 근무자를 둘 정도라면 당연히 상시 5인 이상의 근로자를 사용하는 사업장일 수밖에 없을텐데, 그렇다면 밤 10시 이후 익일 오전 6시 사이에 행해지는 근로에 대해서는 시간급 통상임금의 50%를 가산해야 하며, 하루 근로시간이 8시간을 초과하는 경우 초과분에 대해서도 역시 50% 가산하여 연장근로수당이 지급되어야만 합니다(전날 저녁에 시작하여 자정을 넘어 당일 오전까지 이어진 근로는 모두 전날의 근로시간으로 봅니다).​당연히 시간급 통상임금은 법정최저임금 이상이어야 하고, 연장근로수당과 야간근로수당은, 적어도 이 최저임금 이상의 시급에 각각 50%를 가산하여 지급되어야만 합니다(연장근로이면서 동시에 야간근로에 해당될 경우에는 시급의 두 배가 적용되어야 함).​​​답변이 도움 되었길 바라며, 채택 꼭 부탁드립니다.​​",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=349314045&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=653&search_sort=3&spq=0
아르바이트 퇴직금때문에 질문드립니다!,"근무한지는 거의 1년 6개월 가까이 된것같습니다병원 당직알바라서 출근시에는 환자분들 접수받고 야간에는 어느정도 쉬고 밤에 응급으로 환자가 오거나 상담전화, 무슨 일이 발생할시 일을하고 아침에는 다시 환자 접수받고 등의 업무를 했습니다 보통 저녁 6시 정도에 출근해서 아침 9시 정도에 퇴근했구요 근로계약서는 따로 작성한적이 없습니다. 하지만 통장에는 급여라고 매달 들어왔어요 일은 한달에 적게하면 8번~20번 가까이 매달 다른 사람이랑 로테이션 개념이라서 바뀌었습니다. 알바비는 일당으로 최저보다 많이 낮게 받았습니다. 이제와서 다른 정직원을 구한다고 이번달까지만 일하고 직원이 못하는 시간인 거의 월 4번정도만 하라고합니다. 하지만 그렇게 되면 생활에 지장이 생깁니다. 일을 많이 한건 아니지만, 최저시급도, 식비 등 일절 받은것은 없습니다.. 급식 남은거 먹거나 사비로 사먹은게 대부분입니다. 이런경우 퇴직금을 받을수있나요?..","안녕하세요 청소년근로보호센터 입니다.​퇴직금에 대해 문의 주셨습니다.​ 입사일을 기준으로 일주일에 15시간 이상 일하고, 1년 이상 계속 일을 했다면계속 근로 기간 1년에 대하여 30일분 이상의 평균임금이 퇴직금으로 발생하게 됩니다.​ 질문자님께서는 위 내용에 충족되는 근로조건일 경우 사업장에서는 퇴직금을 의무적으로 지급이 되어야하는 점 안내해 드립니다.​파트타이머 근무로 유동적인 근무시간일 경우 월 60시간 이상 근무한 달에 해당하여 1년이상의 근무기간에 대해 퇴직금이 지급되어야하는 점 참고해 주시면 감사하겠습니다. ​궁금한 점이 해결되셨나요?청소년근로보호 센터는 여성가족부의 주관으로 청소년들의 근로권익, 진로상담을 지원합니다.궁금한 점이 있거나 도움이 필요하다면 연락 주세요.- 전화상담 1600-1729(평일 오전 9시부터 오후 9시까지/12시부터 13시 제외)- 문자상담, 카카오톡 플러스친구 #1388 (평일 오전 9시부터 오후 6시까지/12시부터 13시 제외)청소년근로보호센터 해피워크 매니저 드림(영미 090640)​"
