제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2020.02.22.|2020.02.26.&section=kin&page=1
코로나 증상,저는 태어날 때부터 기관지가 약해서만성 천식을 앓고 있는 고등학생인데요천식이 커가면서 많이 좋아졌는데 갑자기 며칠 전부터 재발해서 혹시 코로나는 아닐까 걱정이 되어서 여쭤보고 싶습니다!크면서 많이 좋아졌다고 해도 원래 천식 증상이 자주 일어나는지라 아직 병원을 가지는 않았는데요.증상은 천식과 같이 쌕쌕거림이 있고 열은 37.5에서 조금 변동이 있는 정도입니다. 콧물이랑 코막힘도 있습니다.원래 비염이 있어서 비염때문일 수도 있습니다.1. 코로나일 확률이 얼마나 될지 알려주세요.2. 천식 환자는 치사율이 높은 걸로 알고있는데 어느정도인지 알려주세요.,증상을 듣고서는 코로나인지 확인하기 어려우며 호흡기 증상이 있고 발열이 동반된다고 하시니 1339 혹은 근처 선별진료소에서 상담을 받아 보세요.,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=348139870&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=289&search_sort=3&spq=0
엄지 손가락 관절 부분에 염증 제거후 아주 깊은 구멍이 생겼습니다,제목 그대로요 ㅠ야채를 손질하다 칼로 모르게 살을 베었는데 이상하게 구멍이 난 상처가 났더라구요 구멍이 작아 신경쓰지 않았는데 어느 순간 딱지가 지면서 고름과 함께 부풀어 올랐습니다 너무 불안한 나머지 고름을 제거했고 그 이후에 소독을 진행했습니다 통증은 크게 없고 처음 났던 상처보다 훤씬 크고 깊어져서 뭐가 문제가 있나 싶어 질문드려요병원에 가봐야 할까요? 관절은 크게 이상이 없는데 아주 미세하게 구부릴때 뚝뚝 살짝 끊기는 느낌을 받아요,"염증을 제거하기 위한 조치가 필요합니다.​소염제 처방을 받아서 1일 3회 8시간 간격으로 정확하게 드시면 3~4일 이면 염증을 완전히 없앨 수 있습니다.​그러나 일반적으로 약을 정확하게 복용하지 않기 때문에 병을 치료하지 못하게 됩니다.​아주 쉬운 해결책을 알려드립니다.​첫째, 휴대폰 알람을 8시간 간격으로 설정하십시오.​둘째, 약을 항시 약 보관함에 휴대하고 다니십시오.​셋째, 휴대폰 알람이 울리면 약을 드시면 됩니다.​이 방법을 정확하게만 실행하시면 아주 빠르게 정상으로 회복이 되실겁니다.​항상 건강하시길 기원합니다.​채택을 부탁드려요.​감사합니다!​",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=348139304&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=290&search_sort=3&spq=0
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거",이 꿈은 안전에 관한 꿈으로 주변지인. 이웃. 근친관계에 있는 이들에게 여려움이나 힘든일이 생길 수 있음을 상징하는꿈입니다. 물론 본인도 조심을 하여야 좋습니다. 안전을 위해서는 조심이 최고입니다. 철저한 대비만이 모든 것을 지켜줍니다. 늘 건강하시고  행복하십시요.            ​,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31505&docId=348138714&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=291&search_sort=3&spq=0
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거",꿈의 내용을전체적으로 살펴 보니좋은 꿈으로 해석이 됩니다.이런 꿈을 꿈으로서 안 좋은 것들 시달렸던 것들 고민했던 것들이사라지고 좋은 일이 발생한다는 꿈으로 해석을 하시면 되겠습니다.올해는 가정사나 사회생활에서 좋은 일만 가득하시기 바랍니다.​
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거","욕심과 물욕으로 인해 직장과 가정이 쑥대밭이 되고, 거리 중천에서 깡통을 차거나 냉혹지옥으로 직행하여 하늘을 우러러 탄식하게 된다."
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거",이 꿈은 안전에 관한 꿈으로 주변지인. 이웃. 근친관계에 있는 이들에게 여려움이나 힘든일이 생길 수 있음을 상징하는꿈입니다. 물론 본인도 조심을 하여야 좋습니다. 안전을 위해서는 조심이 최고입니다. 철저한 대비만이 모든 것을 지켜줍니다. 늘 건강하시고  행복하십시요.            ​,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31505&docId=348138714&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=292&search_sort=3&spq=0
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거",꿈의 내용을전체적으로 살펴 보니좋은 꿈으로 해석이 됩니다.이런 꿈을 꿈으로서 안 좋은 것들 시달렸던 것들 고민했던 것들이사라지고 좋은 일이 발생한다는 꿈으로 해석을 하시면 되겠습니다.올해는 가정사나 사회생활에서 좋은 일만 가득하시기 바랍니다.​
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거","욕심과 물욕으로 인해 직장과 가정이 쑥대밭이 되고, 거리 중천에서 깡통을 차거나 냉혹지옥으로 직행하여 하늘을 우러러 탄식하게 된다."
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거",이 꿈은 안전에 관한 꿈으로 주변지인. 이웃. 근친관계에 있는 이들에게 여려움이나 힘든일이 생길 수 있음을 상징하는꿈입니다. 물론 본인도 조심을 하여야 좋습니다. 안전을 위해서는 조심이 최고입니다. 철저한 대비만이 모든 것을 지켜줍니다. 늘 건강하시고  행복하십시요.            ​,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31505&docId=348138714&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=293&search_sort=3&spq=0
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거",꿈의 내용을전체적으로 살펴 보니좋은 꿈으로 해석이 됩니다.이런 꿈을 꿈으로서 안 좋은 것들 시달렸던 것들 고민했던 것들이사라지고 좋은 일이 발생한다는 꿈으로 해석을 하시면 되겠습니다.올해는 가정사나 사회생활에서 좋은 일만 가득하시기 바랍니다.​
꿈풀이좀해주세요,"지금 자다일어나서 완벽하게 기억납니다 제가 어느섬으로 이사하게되고 그섬은 만화처럼 조그마한섬에 아파트만 덩그러니있는 그런섬이었습니다 근데 이 꿈은 처음부터 이상하게 잇몸이 부어있고 치아상태가 안좋았습니다 저는 그중에 중간층정도에 살고있었고 제방은 작은 원룸 형태였습니다 근데 제 층에서는 병원도있어서 집밖에 나오면 병원이 보이고 간호사들도 보였습니다 그리곤 아파트 구경을 하기위해 여러곳을 돌아다녔고 다시 집으로 오는 과정에서 제가 사는층으로 돌아오다 간호사와 제가 대화를 하던도중 뒤쪽 바다에서 엄청나게 큰 고래가 물을뿜으며 점프를했고 그걸본 저는 간호사에게도 보라며 말했습니다 그리고나서 집으로돌아와 동생과 식사를하고 피시방으로 향해 게임을 하던도중 갑자기 앞니아랫이가 흔들려 혀로 밀었더니 후두둑 쏟아지고 놀란저는 이를 들고 화장실로향했더니 오른쪽 왼쪽,아랫어금니쪽 잇몸이 부어 혀로 건드리니 다 후두둑하고 빠졌습니다 아랫쪽 치아 몇개를 빼놓고요 저는 당황하며 치아를 주머니에 담았고 왜인지모르게 피시방에 친구들이 있어 친구들을 대리고 집으로 돌아와 치아가 갑자기 이렇게 다 빠졌다 하고 보여주고나서 깻습니다 뭔 개꿈인가요 이거","욕심과 물욕으로 인해 직장과 가정이 쑥대밭이 되고, 거리 중천에서 깡통을 차거나 냉혹지옥으로 직행하여 하늘을 우러러 탄식하게 된다."
코로나19 여름,다른 질문들도 보고 류승훈tv하는 곳에서도 봤는데 코로나19 여름에도 안 없어지고 사계절에 상관없이 계속 감염될거라는데 그럼 앞으로 사망자는 엄청 발생할까요?? 그리고 지구 멸망 할 수도 있나요?? 아 그리고 치료제랑 백신은 언제 쯤 생기고 가능성은 어느정도 인가요...??? 답변 부탁드려요ㅠ,"엄중식 가천대 길병원 감염내과 교수는 ""날씨가 따뜻해지면 생존력이 떨어진다는 코로나바이러스의 일반적인 특징 때문에 기온이 오르면 코로나19가 잠잠해질 것이라고 기대하는 분들이 있는 것 같다""면서도 ""코로나19 바이러스는 새로운 바이러스이기 때문에 기온이 오른다거나 습도가 높다고 어떻게 될지 모른다""고 말했다.  연합뉴스​아직은 잘 모릅니다.",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010107&docId=348137719&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=294&search_sort=3&spq=0
방탄소년단 뷔는,콧대가 어떻게 그렇게 높은 겁니까..?오늘 누나가 사진 보여줬는데 개놀랐어요;;유전자의 힘이겠지요...?그리고 코 수술 많이 위험한가요..?,코 필러보다는 수술을 더 추천드려요. 부작용이 없다고 하기에는 있을 가능성도 충분히 있기에 정말 코 수술을 하고 싶은 경우에는 추천드리고 병원도 이름 없는 곳 말고 유명한 곳 가서 수술하세요. 그래야지 부작용 생길때도 적극적으로 재수술 해주시거나 대처가 빠를거에요. 엄청 위험하지는 않아요 !! 하지만 어느정도 감안 하시고 수술하세요 뷔는 태생 자체가 연예인이라...,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3031101&docId=348137459&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=295&search_sort=3&spq=0
"많은부채.대출상환을 어떻게 해야할까요,,파산신청 직전입니다","전 일반직장인이구요제 부채가 총 1억천만원정도됩니다근무년수는 14년정도되구요 현재 연체는없구요연봉은 4천~4500 정도 되구요 월급여는 세금때고 300정도 수령합니다그런데 한달갚아나가야할 부채가 300만원이 넘어버립니다한달수입보다 갚아나가야할 부채가 많다보니 답이안나오네요,,통대환대출도 신청해봤는데 연봉대비 부채가 많아서 안되다고하구요파산신청을 안하고 조금씩이라도 갚아나가려고하는데 도저히 답이안나오네요현재 제부채가제1금융에  2800만(마이너스통장 1600만포함)정도   제2금융 7500만 대부업 400만정도 됩니다파산신청 안하고 조금씩 갚아나가는방법이 없을까요?저금리로 통대환대출을받아서 몇년이 걸리던 월150만원씩 갚아나가면 좋겠습니다그것도 안되면 대출기한 연기신청하여 월대출금을 낮추고도 싶습니다. 가능한지는 모르지만요 (ㅡ.ㅡ)좋은방법이 없을까요?  결국 파산신청해야하나요?관계자분들의 도움이 절실히 필요합니다",1. 통대환은 기업규모가나쁘지 않다면정말 아슬아슬하게 검토해보실수는 있습니다​2. 다만 진행잘된다해도 지금보다 크게개선어렵다고 보시는게 맞습니다.​3. 햔실작으로 말씀드리면 개인회생을 검토하실것 추천드립니다 ​              여신협회등록상담사 프로필 : 네이버 지식iN 010-3066-3666 여신협회번호 21011306 kin.naver.com,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4010503&docId=348137170&qb=7Ja064qQIOuzkeybkA==&enc=utf8&section=kin&rank=296&search_sort=3&spq=0
